img_url,name,price_list,shop_list
https://s.ek.ua/jpg/618456.jpg,Panasonic DMC-FZ300,"20057,19133,18999,18999,18999,18999,20899","Kvshop.com.ua,Palladium.ua,Stylus.ua,Цифра,Moyo.ua,Repka.ua,Tviy-Dim.com"
https://s.ek.ua/jpg/1665128.jpg,Canon EOS M200,"26499,26499,26499,23419,23419,25530,23321","Kvshop.com.ua,Stylus.ua,Цифра,Moyo.ua,Repka.ua,Enko.com.ua,Smartmag.biz.ua"
https://s.ek.ua/jpg/1859824.jpg,Sony A7s III,"149999,139000,149999,191011,191011,159999,242760","Sony Centre,KT-group.ua,Moyo.ua,click24.biz,Click24.in.ua,Tv-project.com,Click24.in.ua"
https://s.ek.ua/jpg/171246.jpg,Olympus VG-160,1373,Euro-technika.com.ua
https://s.ek.ua/jpg/125075.jpg,Canon EOS 1100D,11000,Horoshiy.com.ua
https://s.ek.ua/jpg/1150450.jpg,Canon EOS 6D Mark II,"52999,57103,52999,52999,52999,52999,56586","Kvshop.com.ua,Palladium.ua,Stylus.ua,Цифра,Moyo.ua,Repka.ua,Tviy-Dim.com"
https://s.ek.ua/jpg/925899.jpg,Panasonic DMC-LX15,"16000,16838,16838,24611,24611,32599,19143","KT-group.ua,Stylus.ua,Цифра,click24.biz,Click24.in.ua,Ok24.in.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/106261.jpg,Nikon D3100,12000,Horoshiy.com.ua
https://s.ek.ua/jpg/1205516.jpg,Sony RX10 IV,"59500,70871,68902,52842,83940,83940,52000","KT-group.ua,Stylus.ua,Цифра,Tehnopostavka.com.ua,click24.biz,Click24.in.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/1421297.jpg,Nikon Z6,"98925,80000","Click24.in.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/895529.jpg,Nikon D3400,12000,Horoshiy.com.ua
https://s.ek.ua/jpg/511322.jpg,Nikon D5500,"23000,17500","Horoshiy.com.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/357353.jpg,Sony A6000,"25700,28737,27860,25800,26312,25761,28875","KT-group.ua,Stylus.ua,Цифра,Domus.co.ua,Tehnopostavka.com.ua,Smartmag.biz.ua,Denika.ua"
https://s.ek.ua/jpg/1098085.jpg,Panasonic DC-TZ90,"13700,22433,21998,22433","KT-group.ua,click24.biz,Click24.in.ua,Click24.in.ua"
https://s.ek.ua/jpg/511253.jpg,Panasonic DMC-TZ70,"7200,12949,12826,7440,7212,7425,8157","KT-group.ua,Stylus.ua,Цифра,Smartmag.biz.ua,Openshop.ua,Denika.ua,Mta.ua"
https://s.ek.ua/jpg/943884.jpg,Sony RX100 V,"36155,41208,41208,50021,37000","Smartmag.biz.ua,click24.biz,Click24.in.ua,Ok24.in.ua,Horoshiy.com.ua"
https://s.ek.ua/jpg/663842.jpg,Canon EOS M10,15000,Horoshiy.com.ua
